"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"997",232484,"health","off_brand",3.8,146,11,69.2,3475
"998",113420,"toys","off_brand",4.4,7,22,70.8,878
"999",190269,"health","off_brand",4.8,2,28,32.9,2090
"1000",212466,"toys","premium",4.6,3,29,59.1,2739
"1001",27433,"health","off_brand",3.4,2,26,53.7,973
"1002",197312,"food","premium",4.1,1,11,27.6,2949
"1003",129559,"health","premium",4.8,3,25,50.4,1172
"1004",181671,"food","off_brand",4.6,29,17,88.7,744
"1005",164757,"health","off_brand",4.4,10,NA,44.8,2082
"1006",201185,"toys","off_brand",4.3,15,17,82,2615
"1007",152811,"toys","premium",4.4,9,23,11.2,1937
"1008",133576,"other","premium",3.7,11,13,5,2016
"1009",174149,"health","off_brand",4.7,2,26,69.6,2207
"1010",117186,"health","premium",4.3,12,11,12.9,1681
"1011",131963,"toys","off_brand",4.6,13,29,43.4,887
"1012",128029,"health","off_brand",3.1,7,36,48.8,2193
"1013",123875,"food","off_brand",4,6,32,86.7,1353
"1014",168974,"toys","off_brand",4.9,12,18,95.7,844
"1015",56584,"toys","off_brand",3.4,4,17,50.2,887
"1016",234533,"toys","off_brand",4.6,11,11,41.1,3091
"1017",70674,"toys",NA,4.2,8,NA,70,692
"1018",38311,"toys","off_brand",3,7,33,44,646
"1019",82322,"health","premium",2.3,7,NA,40.6,880
"1020",131395,"health","premium",4.4,10,NA,27.9,988
"1021",89188,"health","off_brand",4.2,5,32,46.2,794
"1022",207955,"health","off_brand",3.8,3,13,5,3790
"1023",209276,"food",NA,4.6,4,20,48.3,2928
"1024",121739,"other","off_brand",4.6,6,16,61.4,1102
"1025",104259,"toys","off_brand",4,12,14,46,1098
"1026",115326,"health","premium",3.2,21,NA,68,1058
"1027",159952,"food","off_brand",3.5,3,18,43.3,2155
"1028",84837,"other","off_brand",4,14,13,26,1233
"1029",132658,"toys","premium",4.2,9,26,85.3,1008
"1030",140971,"toys","off_brand",3.5,5,30,74.8,2821
"1031",93852,"health","premium",4.2,3,24,42.3,1056
"1032",157254,"health","premium",4,14,28,39.7,1562
"1033",153890,"toys","off_brand",3.8,2,NA,54.3,3502
"1034",96032,"other","premium",4.9,187,27,35.1,980
"1035",157304,"other","premium",3,9,5,51.8,3114
"1036",184854,"food","off_brand",4.9,4,9,104.5,1309
"1037",105626,"toys","off_brand",4.3,4,18,54.8,731
"1038",131089,"toys","off_brand",4.1,9,26,38.8,829
"1039",91580,"health","off_brand",3.6,5,29,55.9,821
"1040",212344,"health","premium",4.7,5,25,67.8,2749
"1041",248333,"health","premium",4.8,6,15,75.1,3451
"1042",105670,"health","off_brand",3.8,3,27,67,1613
"1043",90944,"toys","premium",3.9,21,22,72.1,622
"1044",244563,"health","premium",4.7,17,3,17,2488
"1045",184417,"health","off_brand",4.9,2,15,NA,2176
"1046",86913,"other","off_brand",4.1,12,10,36.8,1078
"1047",92426,"food","off_brand",3.7,8,27,33.7,781
"1048",90996,"other","premium",4.5,4,25,46.3,1072
"1049",96583,"toys","premium",3.7,4,18,69.3,2111
"1050",50182,"health","premium",3.9,2,26,69.4,788
"1051",240062,"health","off_brand",4.6,7,22,65.5,3277
"1052",105489,"health","off_brand",4.2,10,29,18.1,1118
"1053",148530,"health","off_brand",4.2,12,17,NA,2185
"1054",123628,"health","off_brand",4.9,8,19,70.1,709
"1055",185698,"food","premium",4.9,2,23,53.5,1645
"1056",207595,"toys","off_brand",4.5,9,28,53.3,3003
"1057",140335,"health","off_brand",3.3,18,NA,26.8,1895
"1058",34242,"toys","off_brand",3.7,3,21,70.5,850
"1059",181935,"health","off_brand",4.9,7,15,7.6,935
"1060",167606,"toys","off_brand",3.3,4,25,61.1,4026
"1061",162512,"other","off_brand",2.7,6,21,62.5,3095
"1062",118608,"health","premium",4.4,12,17,33.1,1299
"1063",241068,"toys","off_brand",4.5,7,23,24.5,3767
"1064",174958,"toys","off_brand",4.7,8,29,42.1,2366
"1065",180050,"food","premium",4.5,5,22,57,1972
"1066",95134,"toys",NA,3.6,12,26,31.6,1978
"1067",107976,"health","off_brand",4.2,7,36,42.9,1191
"1068",65473,"health","premium",3.7,17,12,75.9,1048
"1069",100743,"health","premium",2.8,11,20,12.6,1775
"1070",271422,"health","premium",4.6,12,15,32.1,4565
"1071",118440,"health","off_brand",4.6,8,NA,52.3,757
"1072",130749,"health","premium",4.2,10,16,39.3,878
"1073",198099,"health","off_brand",4.9,5,19,42.3,1723
"1074",111328,"health","premium",4.3,8,23,66.7,1191
"1075",174985,"health","off_brand",4.9,16,8,51.9,1004
"1076",109094,"toys","premium",4.1,7,10,33.5,1143
"1077",151894,"food","premium",4.6,13,11,18.5,738
"1078",244223,"other","premium",4.4,2,16,69.7,3262
"1079",175072,"other","premium",3,9,20,67.9,3778
"1080",212970,"health","off_brand",4.6,8,20,42,2783
"1081",156339,"other","off_brand",4.9,8,13,85.4,1049
"1082",83520,"toys","premium",4.1,8,18,37.1,1056
"1083",132527,"health","premium",4.6,2,11,22.6,1308
"1084",74906,"toys","premium",4.3,4,11,45.6,1002
"1085",64301,"toys","off_brand",3.9,14,32,52.4,1008
"1086",78708,"toys","premium",3.3,2,19,83.1,2066
"1087",223933,"food","off_brand",4.6,7,16,60.5,2303
"1088",98140,"other","premium",4.4,7,14,40.7,784
"1089",156365,"toys","off_brand",4.1,5,23,63.2,2882
"1090",186051,"food","premium",4.4,9,19,71.8,2534
"1091",54201,"health","premium",4.4,4,23,5,866
"1092",70833,"health","premium",3.8,4,21,5,1007
"1093",183330,"food","off_brand",4.6,22,17,48.6,720
"1094",200519,"health","premium",4.2,14,12,17.7,2666
"1095",102032,"other","off_brand",4,12,24,48.3,1029
"1096",205296,"health","premium",4.6,3,23,23.3,2992
"1097",123876,"toys","off_brand",4.3,9,15,61.5,1274
"1098",172126,"health","off_brand",4.9,5,18,33.9,930
"1099",190098,"health","off_brand",3.5,6,15,63.2,3033
"1100",79322,"health","off_brand",3.6,2,NA,39,1372
"1101",178683,"toys","off_brand",3.6,6,25,63.5,2769
"1102",80445,"toys","premium",3.9,12,10,39.4,1155
"1103",122250,"food","off_brand",3.6,12,16,71.7,738
"1104",88945,"health","off_brand",4.4,3,25,8,706
"1105",86537,"toys","off_brand",4.1,9,38,66.4,1011
"1106",175822,"food","premium",2.2,9,13,82.1,2018
"1107",50361,"health","premium",3.3,9,16,30.8,906
"1108",201510,"other","off_brand",4.3,5,15,NA,2696
"1109",19777,"toys","premium",3.3,2,16,59.4,847
"1110",207792,"health","premium",4.1,14,19,60.3,3011
"1111",216482,"food","off_brand",4.6,16,9,24.3,1476
"1112",131870,"health","off_brand",4.4,4,27,NA,1060
"1113",186302,"toys","premium",4.9,11,22,50.6,2550
"1114",115933,"toys","premium",4.1,10,12,53.8,1041
"1115",194475,"health","off_brand",4.6,2,31,39.3,3366
"1116",150408,"food","premium",4.3,174,12,27.9,1190
"1117",186706,"health","off_brand",4,16,14,56.7,2365
"1118",149052,"food","premium",4.3,4,26,53,1913
"1119",91615,"health","premium",4.4,6,30,13.5,1203
"1120",82290,"toys","off_brand",3.8,10,31,89.9,671
"1121",164041,"toys","off_brand",4.8,8,30,73.7,813
"1122",112164,"health","premium",4,14,19,65.9,1188
"1123",158948,"toys","premium",3.8,2,17,78.5,2938
"1124",162297,"toys","off_brand",4.4,7,16,51.6,1997
"1125",102980,"toys","off_brand",2.4,9,26,68.1,2428
"1126",163626,"health","off_brand",4.8,8,21,58.5,1103
"1127",104169,"toys","premium",3.9,2,22,106.7,1322
"1128",162960,"other","premium",4.5,8,23,60.6,2039
"1129",187436,"toys","premium",4.3,6,15,46.9,3311
"1130",210283,"food","premium",4.4,19,21,79.1,3285
"1131",161608,"other","premium",4.6,14,32,16.1,1136
"1132",149034,"other","off_brand",4.4,2,15,18.6,1642
"1133",167799,"health","off_brand",3.1,6,7,67,3396
"1134",89171,"toys","off_brand",4.3,2,11,13.9,911
"1135",180074,"health","off_brand",4.2,5,11,18.9,2857
"1136",232106,"health","off_brand",4.3,5,10,5,2632
"1137",96745,"toys","premium",4.8,14,30,33.3,556
"1138",179464,"other","premium",4.6,11,26,38.5,1788
"1139",220888,"health","off_brand",4.7,3,7,48.9,3201
"1140",212573,"food","off_brand",3.9,10,31,NA,3702
"1141",204612,"toys","off_brand",4.3,5,13,51.7,2457
"1142",116482,"food",NA,3.2,2,26,44.6,2001
"1143",231566,"health","off_brand",4.7,6,20,37.5,2750
"1144",62391,"health","off_brand",2.7,13,25,14,812
"1145",164150,"toys","premium",4.6,7,14,49,1907
"1146",128552,"toys","off_brand",3.8,1,19,51.6,2063
"1147",133309,"toys","premium",3.1,2,25,44.6,3408
"1148",107578,"other","premium",4.8,6,25,39.9,1029
"1149",174497,"health","off_brand",4.4,7,24,48.3,2106
"1150",158826,"toys","off_brand",4.1,22,29,79.1,1220
"1151",143283,"toys","off_brand",2.9,11,24,39.3,2840
"1152",156062,"toys","premium",4.2,7,18,29.3,3141
"1153",74281,"health","premium",4.2,13,23,18.3,822
"1154",185385,"other","off_brand",3.5,7,17,24.7,2686
"1155",155972,"health","premium",2.7,3,19,29.3,2917
"1156",98327,"toys","off_brand",3.3,13,21,40.4,1939
"1157",87983,"toys","premium",3.3,11,9,74.4,1566
"1158",101919,"health","off_brand",4.2,5,25,49.6,963
"1159",153106,"toys","off_brand",4,12,9,57.8,1521
"1160",145435,"other","premium",4.4,5,18,42.9,1917
"1161",134448,"toys","premium",3.3,14,13,69.7,2583
"1162",204865,"toys","off_brand",4.5,4,NA,69.1,2349
"1163",66591,"toys","off_brand",3.8,1,25,74.2,1298
"1164",218513,"food","off_brand",3.9,1,6,NA,3445
"1165",172311,"health","off_brand",4.3,11,20,75.9,2176
"1166",185331,"toys","off_brand",4.8,212,25,57.3,2605
"1167",107857,"toys","premium",4.1,6,24,58,973
"1168",150821,"other","premium",4.7,10,18,49.4,1339
"1169",84358,"toys","off_brand",4,4,NA,70.4,1623
"1170",53431,"health","premium",3.6,5,12,19.9,450
"1171",139696,"health","off_brand",4.1,12,12,48,1806
"1172",156976,"food",NA,4.1,5,13,44.5,2627
"1173",57535,"other","premium",1.9,10,12,5,815
"1174",158429,"toys","premium",4.7,3,16,58.2,2498
"1175",132667,"health","off_brand",4.3,6,25,61.7,1608
"1176",162630,"toys","premium",3.9,8,23,53.8,2419
"1177",108372,"health","off_brand",4.3,3,9,22.8,454
"1178",123992,"toys","premium",3.2,4,20,64.4,3081
"1179",147969,"health","premium",4.6,12,14,62.9,769
"1180",142169,"toys","off_brand",4.3,4,23,78.6,2317
"1181",157179,"other","off_brand",4.9,2,26,49.5,1950
"1182",44001,"other","premium",3,2,NA,42,1358
"1183",179037,"other","off_brand",3.5,10,4,37.8,3114
"1184",245997,"toys","off_brand",4.8,3,33,NA,3099
"1185",123893,"health",NA,4.7,4,28,40.6,1790
"1186",72728,"health","off_brand",2.9,2,35,43.6,1036
"1187",120503,"toys","premium",4.8,6,10,18.8,1157
"1188",220880,"toys","off_brand",4.7,1,14,41.6,2288
"1189",133068,"toys","off_brand",4.1,7,30,100.8,1908
"1190",92592,"toys","premium",3.1,7,NA,39,1712
"1191",88931,"other","premium",4,14,39,27.1,820
"1192",103062,"toys","premium",4,2,24,42.2,2210
"1193",169820,"health","premium",4.4,17,20,58.3,2463
"1194",184447,"health","off_brand",3.9,12,NA,40.3,2602
"1195",226334,"toys","off_brand",4.6,13,28,78,3087
"1196",159133,"food","premium",3.9,194,15,40.7,1756
"1197",176962,"toys","off_brand",4.4,7,20,93.2,1323
"1198",195873,"food","off_brand",4.9,4,13,24.7,2163
"1199",253866,"health","off_brand",4.8,5,28,30,3098
"1200",81021,"other","premium",3.6,5,23,12.3,1029
"1201",139774,"food","off_brand",3.9,4,14,75.5,1740
"1202",154783,"health","off_brand",3.7,9,22,51,2439
"1203",144067,"other","off_brand",3.1,10,NA,79.1,2801
"1204",185207,"health",NA,4.1,18,26,65.2,3116
"1205",62211,"toys","premium",3.8,6,31,55.8,752
"1206",98767,"food","off_brand",3.7,10,11,35.4,1172
"1207",143309,"health","off_brand",4.1,9,18,78.1,1329
"1208",231446,"other","premium",4.7,9,25,45.9,3426
"1209",138778,"toys",NA,4,11,26,5,2013
"1210",193201,"health","off_brand",3.9,11,30,NA,2787
"1211",177803,"toys","off_brand",4.4,9,24,32.4,2527
"1212",126329,"toys","off_brand",4.3,11,12,64.5,996
"1213",82830,"health","off_brand",4,8,18,72.7,1078
"1214",143454,"health","premium",4.7,7,14,NA,868
"1215",152132,"other","premium",4,1,11,52,2351
"1216",176867,"health","premium",4.6,5,26,59.2,2677
"1217",76398,"health","off_brand",3.9,3,18,38.6,943
"1218",170700,"food","off_brand",3.9,18,24,70.9,1263
"1219",233932,"toys","premium",4.8,6,11,48.9,3582
"1220",235065,"toys","off_brand",4.4,16,25,60.2,3230
"1221",158146,"toys","premium",4.8,3,30,56.7,1759
"1222",96338,"toys","off_brand",3.5,8,26,NA,1934
"1223",181331,"other",NA,4.5,6,22,33,1061
"1224",193179,"health","premium",4.3,13,18,41.1,2367
"1225",169013,"health","off_brand",4.6,18,21,NA,1166
"1226",209188,"other","off_brand",4.3,4,30,37.8,2755
"1227",105675,"other","off_brand",3.8,1,15,63.4,2041
"1228",89422,"other","off_brand",2.8,10,NA,39.8,854
"1229",94830,"health","off_brand",3.8,3,17,34.4,1283
"1230",82999,"toys","premium",3.2,3,15,60.1,1082
"1231",262355,"health","off_brand",4.7,16,17,72.3,2723
"1232",139970,"toys","off_brand",3.1,2,27,52.1,2767
"1233",126148,"health","premium",4,1,26,NA,2685
"1234",76172,"health","off_brand",4.2,5,29,24.7,920
"1235",136741,"toys","premium",4.8,4,17,NA,981
"1236",83068,"toys","premium",4.2,5,15,98.9,887
"1237",157874,"food","off_brand",4.1,8,7,22,1833
"1238",204001,"health","off_brand",4.5,10,17,50.1,2944
"1239",186774,"food","off_brand",4.9,11,4,17.8,751
"1240",137551,"toys","off_brand",4.5,4,22,82.3,1150
"1241",198812,"health","premium",4.8,2,14,29.8,1284
"1242",140338,"health","premium",3.9,2,24,63.8,2282
"1243",87263,"other","premium",3.3,3,24,15.5,1888
"1244",120446,"other","premium",4,10,26,23.1,2118
"1245",164297,"health",NA,4.4,14,29,27.5,1734
"1246",197774,"health","off_brand",4,3,11,78.4,3358
"1247",141694,"toys","premium",4.2,6,21,38.4,3166
"1248",134008,"toys","premium",4.5,5,13,56.8,1206
"1249",146681,"health","off_brand",4.8,7,16,77.7,1302
"1250",157919,"food","off_brand",4.2,4,25,81.4,1981
"1251",114808,"toys","off_brand",4.5,2,19,80.7,988
"1252",123302,"health","off_brand",3.8,12,24,63.2,2186
"1253",209490,"health","premium",4.3,6,18,48.7,3793
"1254",115092,"toys","off_brand",4.3,2,19,63.7,956
"1255",149223,"health","premium",4.3,7,NA,62.7,2348
"1256",138886,"toys","off_brand",4.6,6,22,65.4,1280
"1257",213743,"toys","off_brand",4.6,10,15,73.7,3151
"1258",186634,"food","premium",4.5,7,22,52.3,3118
"1259",136819,"food","premium",4.5,4,26,45.7,945
"1260",228481,"other","off_brand",4.5,19,17,39.5,2488
"1261",84336,"other","off_brand",3.9,17,20,72.8,780
"1262",60215,"health","premium",3.8,11,22,53,1049
"1263",72025,"health","premium",3.6,7,27,70.5,957
"1264",78963,"food","premium",3.4,3,12,30.8,1100
"1265",131644,"other","off_brand",2.9,5,NA,36.6,1518
"1266",168855,"toys","off_brand",3.5,21,30,75.3,3009
"1267",162205,"toys","premium",4.9,10,21,39.2,1034
"1268",58831,"other","premium",3.7,7,28,36.6,1079
"1269",202250,"toys","premium",4.8,14,NA,76.9,2406
"1270",81085,"health","premium",3.9,2,17,31.9,1015
"1271",201258,"health","off_brand",4.7,15,29,45.7,1115
"1272",154435,"health","premium",4.4,4,30,66.5,2511
"1273",230353,"toys",NA,4.8,1,23,100.8,2695
"1274",190227,"food","premium",4.6,10,9,54.4,835
"1275",153954,"health","premium",4.7,7,30,40.3,1966
"1276",197946,"food","off_brand",4.4,6,30,102.9,2873
"1277",138599,"toys","off_brand",4.6,7,11,52.8,1250
"1278",131021,"health","premium",2.8,5,19,21.3,2755
"1279",95445,"health","off_brand",4.3,6,25,31.2,739
"1280",106148,"toys","premium",3.9,2,10,52,2292
"1281",158787,"health","off_brand",4.2,13,15,73.8,1210
"1282",209969,"health","off_brand",4.1,14,19,55.3,3717
"1283",179104,"toys","off_brand",4.5,5,16,67.8,2385
"1284",131965,"toys","premium",4.6,11,17,59.5,1134
"1285",133159,"health","premium",3.5,7,23,40.1,2802
"1286",113452,"health","off_brand",4.5,2,24,60.3,895
"1287",137978,"toys","premium",4.2,5,29,61.3,2605
"1288",100606,"health","off_brand",4.1,8,25,11.9,1208
"1289",118630,"food","off_brand",4,15,20,55.1,928
"1290",219253,"food","off_brand",4.6,5,22,69.8,3035
"1291",184982,"other","off_brand",4.5,12,33,83.6,2855
"1292",110345,"food",NA,3.8,5,20,54.5,994
"1293",217378,"food","off_brand",4.8,3,26,74.5,2139
"1294",91653,"toys","premium",4.4,10,25,32.1,669
"1295",149856,"food","off_brand",4.3,2,24,38.2,1203
"1296",149127,"health","premium",4.2,6,19,54.6,2373
"1297",98069,"toys","off_brand",2,8,25,90.7,1085
"1298",129705,"toys","off_brand",4.3,196,19,77,1402
"1299",113712,"toys","premium",4.4,6,20,52.7,1152
"1300",143613,"health","premium",3.9,10,16,42.9,2310
"1301",197338,"other","off_brand",4.3,14,21,47.2,2387
"1302",80034,"other","off_brand",3.9,8,26,38,1029
"1303",140809,"other","off_brand",3.7,5,1,30.3,1502
"1304",64892,"other","off_brand",3.4,5,24,59,987
"1305",135978,"health","off_brand",3.1,8,NA,71.8,2388
"1306",210145,"food","premium",4,5,18,28.1,4379
"1307",187398,"health","off_brand",4.5,8,21,47.2,2384
"1308",113068,"toys","off_brand",4.2,10,22,86.7,582
"1309",217381,"toys",NA,4.6,21,26,45.4,2759
"1310",141724,"health","off_brand",4.3,8,11,22.4,738
"1311",111639,"toys","off_brand",3.6,11,14,58.3,1766
"1312",106650,"toys",NA,4.2,3,16,52.8,1846
"1313",127535,"toys",NA,4.4,5,16,61.1,1124
"1314",116313,"health","premium",4.5,14,24,5.5,825
"1315",276065,"other","premium",4.7,12,15,58.6,4027
"1316",182598,"other","off_brand",4.2,8,7,30.3,2417
"1317",163891,"health","premium",4.3,10,25,29.1,2235
"1318",111537,"health",NA,4,6,29,46.7,984
"1319",35413,"health","off_brand",3.7,9,11,57.9,721
"1320",149155,"health","off_brand",4.4,13,14,48.3,980
"1321",260598,"food","off_brand",4.8,16,19,NA,3256
"1322",226702,"toys","off_brand",4.9,15,19,32.4,2662
"1323",159913,"other","off_brand",3,6,NA,43,2368
"1324",113182,"health","off_brand",3.8,2,16,NA,1963
"1325",126481,"health","off_brand",4.3,7,NA,57.6,996
"1326",157851,"toys",NA,3.4,13,19,28.7,2155
"1327",208573,"health","off_brand",4.4,6,33,34.6,2965
"1328",224835,"other","premium",4.2,8,21,38.7,3574
"1329",117033,"health","off_brand",4.4,9,13,35.4,578
"1330",142398,"toys","premium",4.7,5,NA,50.5,1081
"1331",100041,"toys","off_brand",3.9,2,27,31.8,2227
"1332",136955,"health","off_brand",4.2,4,19,49.2,1779
"1333",106286,"health","off_brand",3.3,1,11,30.8,1364
"1334",64456,"health","off_brand",3.5,8,26,77.4,1093
"1335",215787,"health","premium",4.6,9,NA,46.4,2865
"1336",62167,"toys","off_brand",4.1,10,16,50.6,875
"1337",184816,"health","off_brand",3.7,3,22,27.9,2619
"1338",101667,"toys","premium",4.3,4,24,33.2,970
"1339",149922,"health","off_brand",4.4,8,24,34.5,1677
"1340",161297,"food","off_brand",4.1,4,14,26.7,1951
"1341",141812,"health","premium",4.9,8,23,21.4,1316
"1342",214333,"health","premium",4.8,5,9,43.9,2648
"1343",112003,"toys",NA,4.1,12,19,66,1717
"1344",158420,"toys","off_brand",4.6,8,25,96,1305
"1345",149094,"other","off_brand",2.6,17,8,5.9,2152
"1346",141802,"health","off_brand",3.8,4,28,40.5,2878
"1347",163269,"toys","premium",4.2,3,26,72.8,3114
"1348",192835,"toys","premium",4.4,2,9,68.4,2580
"1349",130268,"health","off_brand",4,22,26,77.1,733
"1350",178441,"toys","premium",4.6,7,21,67.6,2316
"1351",251717,"health","off_brand",4.8,13,11,75.3,2312
"1352",88655,"toys","off_brand",4.3,1,13,83.4,755
"1353",147756,"toys","off_brand",4.7,2,12,99.8,875
"1354",167998,"other","premium",3.3,5,14,48.4,3229
"1355",47085,"health","off_brand",3.5,4,26,35.6,1016
"1356",126959,"health","off_brand",4.1,4,26,27.8,1418
"1357",195523,"food","off_brand",4.6,5,15,55.7,1713
"1358",197509,"food","premium",4.9,8,17,51.3,1213
"1359",118944,"toys","premium",4.4,4,NA,74.2,767
"1360",225039,"other","off_brand",4.8,17,11,NA,1989
"1361",142310,"toys","premium",4.3,9,30,33.1,2753
"1362",180340,"toys","off_brand",4.7,18,15,44.6,1175
"1363",57599,"health","premium",3.4,5,10,13.6,1077
"1364",102050,"other","off_brand",4.4,8,16,5,805
"1365",180657,"toys","off_brand",4.4,6,12,60.4,2850
"1366",99687,"food","premium",4.1,7,29,66.5,876
"1367",118414,"health","off_brand",4.4,9,14,38.8,1030
"1368",95886,"other","off_brand",3.3,9,19,43.5,1279
"1369",158407,"health","premium",3.9,14,22,26.6,2968
"1370",189632,"food","premium",3.9,13,17,54.5,3248
"1371",175766,"toys","premium",4.6,14,16,71.5,1134
"1372",79891,"toys","premium",3.7,207,14,38,1097
"1373",115659,"toys","premium",4.6,13,26,37.5,774
"1374",176396,"other","off_brand",4.1,14,34,17.4,2479
"1375",183613,"toys","premium",4.3,8,30,81.8,2581
"1376",99205,"toys","off_brand",4.6,1,11,44.9,983
"1377",154293,"health","off_brand",4.7,12,26,44.4,2121
"1378",130225,"other","premium",4.2,3,18,33.7,2457
"1379",118652,"food","premium",3.7,9,17,48.3,1187
"1380",164357,"health","off_brand",3.5,20,23,28.7,2313
"1381",117125,"toys","premium",4.5,1,12,15.4,861
"1382",151996,"toys",NA,4,13,18,41.7,3131
"1383",33788,"health","off_brand",2.9,1,25,66.1,686
"1384",198560,"toys","premium",4.4,5,23,56.9,3295
"1385",181999,"health","premium",4.6,207,23,49.3,2655
"1386",93428,"health","off_brand",4.1,2,20,31.3,853
"1387",174484,"health","premium",4.6,9,11,NA,2129
"1388",119277,"health","premium",3.7,10,32,60.3,1598
"1389",97286,"toys","off_brand",4.2,8,22,39.5,621
"1390",144480,"toys","off_brand",4.8,18,16,61.4,721
"1391",150340,"other","premium",4.2,8,27,49.5,2919
"1392",60918,"toys","premium",2.7,9,14,12.2,1004
"1393",187603,"other","off_brand",4.8,7,19,37.5,1234
"1394",247789,"toys","premium",4.9,9,14,31.6,2446
"1395",139951,"health","off_brand",3.8,3,19,71.4,1987
"1396",87973,"health","off_brand",4.1,2,16,63.4,780
"1397",126355,"toys","off_brand",4,7,20,54.7,2220
"1398",48702,"health","off_brand",3.8,10,27,34.1,365
"1399",148684,"food","premium",4.1,13,21,36.4,1840
"1400",203592,"other","off_brand",4.3,9,23,87.6,2859
"1401",107963,"other","off_brand",4,2,22,43.9,800
"1402",148887,"other","premium",4.7,5,17,45.2,964
"1403",93212,"other","premium",4.3,6,NA,42.4,703
"1404",168814,"health","premium",4.6,8,21,NA,1382
"1405",146580,"toys","off_brand",4.4,15,26,74.8,1014
"1406",124016,"food","premium",4.4,3,24,40,1159
"1407",123713,"health","off_brand",4.6,2,20,52.1,1522
"1408",70686,"health","premium",3.8,1,13,60.9,974
"1409",57256,"toys","premium",4,2,15,64,964
"1410",223161,"toys","premium",4.8,10,13,29.1,2336
"1411",210948,"health","premium",4.4,3,19,67.3,3588
"1412",191794,"health",NA,4.6,16,15,6.8,2438
"1413",97582,"toys","premium",4.4,13,35,45,1068
"1414",82549,"toys","off_brand",3.5,2,27,64.8,1706
"1415",134916,"food","premium",4.3,11,20,57.4,973
"1416",242740,"toys","off_brand",4.4,13,17,73.7,3611
"1417",60973,"toys","premium",3.6,2,25,104.5,2121
"1418",161789,"food","off_brand",3.7,5,23,47.8,2890
"1419",181531,"toys","off_brand",4.7,17,20,17.7,1348
"1420",178153,"other","premium",4.2,15,25,18.2,2738
"1421",186546,"toys","off_brand",3.6,13,21,85.2,2968
"1422",159632,"toys","off_brand",4.4,3,8,63.8,2112
"1423",158563,"other","premium",3.7,5,16,23.1,2645
"1424",198162,"food","off_brand",4.9,6,30,69.7,1046
"1425",250567,"health","off_brand",4.8,12,22,56,3146
"1426",96348,"toys","premium",3.5,0,9,35.3,1909
"1427",67331,"health","off_brand",3.3,6,18,62.6,1182
"1428",152470,"health","premium",4.3,2,16,55.5,1835
"1429",136023,"food","off_brand",4,13,13,43.3,1269
"1430",239557,"toys","off_brand",4.9,13,29,28.5,2803
"1431",123284,"health","off_brand",4.4,3,32,59.4,984
"1432",162189,"health","off_brand",3.5,9,22,62.6,2602
"1433",210317,"health","premium",4,10,20,77.9,2933
"1434",199433,"toys","off_brand",4.4,6,24,80.3,3227
"1435",140906,"toys","premium",3.5,212,21,92.1,2734
"1436",81096,"health","premium",4.5,7,20,47.2,832
"1437",138647,"health","premium",4.8,8,25,43.7,1713
"1438",118961,"health","off_brand",4.1,11,NA,34.2,1210
"1439",125392,"health","off_brand",4.5,8,27,70.7,2469
"1440",185590,"health",NA,4.5,14,21,NA,1958
"1441",121492,"toys","premium",4.5,3,34,63.4,1016
"1442",125410,"toys","off_brand",4.6,2,14,66.1,1043
"1443",64481,"toys","off_brand",3.7,2,24,58.4,1844
"1444",80331,"health","off_brand",3.2,8,33,84,1306
"1445",175159,"health","off_brand",4.3,13,22,49.3,1531
"1446",128277,"other","off_brand",4.4,2,NA,46.4,1006
"1447",171221,"toys","off_brand",4.7,9,20,67.7,1849
"1448",116389,"health","premium",3.9,5,11,23.8,941
"1449",174152,"other","premium",4.2,15,34,5,2299
"1450",160019,"other","off_brand",4.4,9,24,70.3,1742
"1451",160296,"toys","premium",4.7,1,NA,NA,2700
"1452",206140,"health","off_brand",3.6,10,23,90.7,3200
"1453",212911,"food",NA,4.5,4,12,67.7,2943
"1454",184780,"toys","premium",3.9,1,22,46.6,4247
"1455",168965,"food","premium",3,11,25,66.7,3128
"1456",183607,"health","premium",4.7,13,30,36.3,2720
"1457",101452,"health","off_brand",2.9,10,25,55.9,1050
"1458",134757,"food","off_brand",4.9,3,17,95.3,681
"1459",198485,"food","premium",4.6,7,14,43.5,2277
"1460",172129,"health","off_brand",4.5,7,23,66.6,2046
"1461",146903,"other","premium",4.5,9,15,10,879
"1462",103391,"toys","off_brand",4,3,28,89.8,2092
"1463",145326,"health","off_brand",3.8,8,30,52.9,2337
"1464",104064,"food","off_brand",4,7,38,63.7,1231
"1465",108569,"toys","off_brand",3.5,203,18,67,1342
"1466",143027,"health","premium",4.2,4,NA,5,2502
"1467",150142,"food","premium",3.8,4,30,18.7,2306
"1468",246935,"health",NA,4.5,19,6,39.3,2765
"1469",128218,"toys","premium",3.5,8,14,67.6,2978
"1470",117064,"health","premium",4.4,14,26,57,886
"1471",147887,"toys","premium",4.7,16,27,60.4,1255
"1472",128167,"other","off_brand",4.6,7,11,19.9,1101
"1473",111758,"other","premium",4.3,10,23,28.1,1053
"1474",100541,"other","off_brand",3.8,8,15,59.4,1046
"1475",213304,"health","premium",4.3,10,NA,57.1,3213
"1476",154700,"health","off_brand",4.5,2,18,54.7,2311
"1477",124308,"toys","off_brand",4.3,5,NA,63.7,1626
"1478",207569,"food","premium",3.7,10,14,34.3,3765
"1479",65825,"health","premium",4,12,16,46.9,685
